household_id,PRODUCT_ID,CAMPAIGN,DESCRIPTION,START_DAY,END_DAY,MANUFACTURER,DEPARTMENT,BRAND,COMMODITY_DESC,SUB_COMMODITY_DESC,CURR_SIZE_OF_PRODUCT,basket_id,week_no,day,transaction_time,store_id,campaign_coupon_discount,manuf_coupon_discount,units,amount_list,manuf_coupon_match_discount,total_coupon_discount,instore_discount,amount_paid,AGE_DESC,MARITAL_STATUS_CODE,INCOME_DESC,HOMEOWNER_DESC,HH_COMP_DESC,HOUSEHOLD_SIZE_DESC,KID_CATEGORY_DESC,redemption_type,campaign_availed_day,discount_availed,sales_during_campaign
1,6979626,8,TypeA,412,460,194,GROCERY,National,CONVENIENT BRKFST/WHLSM SNACKS,FRUIT SNACKS,5.4 OZ,,,,,,,,,,,,,,65,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,no_discount,na,not_redeemed,0.0
8,992999,8,TypeA,412,460,69,MEAT-PCKGD,Private,BACON,ECONOMY,24 OZ,,,,,,,,,,,,,,25-34,U,25-34K,Unknown,2 Adults Kids,3,1,private_label,na,not_redeemed,0.0
8,995311,8,TypeA,412,460,69,MEAT-PCKGD,Private,BACON,BETTER FOR YOU,12 OZ,,,,,,,,,,,,,,25-34,U,25-34K,Unknown,2 Adults Kids,3,1,private_label,na,not_redeemed,0.0
8,1097458,8,TypeA,412,460,673,PRODUCE,National,POTATOES,POTATOES RUSSET (BULK&BAG),10 LB,,,,,,,,,,,,,,25-34,U,25-34K,Unknown,2 Adults Kids,3,1,no_discount,na,not_redeemed,0.0
13,1135768,8,TypeA,412,460,1276,GROCERY,National,ISOTONIC DRINKS,ISOTONIC DRINKS SINGLE SERVE,32 OZ,,,,,,,,,,,,,,25-34,U,75-99K,Homeowner,2 Adults Kids,4,2,no_discount,na,not_redeemed,0.0
13,1136375,8,TypeA,412,460,1548,MEAT-PCKGD,National,BACON,BETTER FOR YOU,12 OZ,,,,,,,,,,,,,,25-34,U,75-99K,Homeowner,2 Adults Kids,4,2,no_discount,na,not_redeemed,0.0
16,845208,8,TypeA,412,460,69,PRODUCE,Private,ONIONS,ONIONS YELLOW (BULK&BAG),3 LB,,,,,,,,,,,,,,45-54,B,50-74K,Homeowner,Single Female,1,None/Unknown,private_label,na,not_redeemed,0.0
16,995242,8,TypeA,412,460,69,GROCERY,Private,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,,,,,,,,,,,,,,,45-54,B,50-74K,Homeowner,Single Female,1,None/Unknown,private_label,na,not_redeemed,0.0
16,13672161,8,TypeA,412,460,69,MEAT-PCKGD,Private,HEAT/SERVE,CHICKEN-FULLY COOKED,17 OZ,,,,,,,,,,,,,,45-54,B,50-74K,Homeowner,Single Female,1,None/Unknown,private_label,na,not_redeemed,0.0
17,913894,8,TypeA,412,460,649,PRODUCE,National,ORGANICS FRUIT & VEGETABLES,ORGANIC CARROTS,1 LB,,,,,,,,,,,,,,65,B,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,no_discount,na,not_redeemed,0.0
17,923746,8,TypeA,412,460,69,GROCERY,Private,EGGS,EGGS - LARGE,18 CT,,,,,,,,,,,,,,65,B,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,private_label,na,not_redeemed,0.0
17,1107289,8,TypeA,412,460,69,MEAT-PCKGD,Private,LUNCHMEAT,BOLOGNA,16 OZ,,,,,,,,,,,,,,65,B,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,private_label,na,not_redeemed,0.0
17,5995609,8,TypeA,412,460,1276,GROCERY,National,ISOTONIC DRINKS,ISOTONIC DRINKS SINGLE SERVE,32 OZ,,,,,,,,,,,,,,65,B,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,no_discount,na,not_redeemed,0.0
18,839454,8,TypeA,412,460,1094,MEAT-PCKGD,National,HOT DOGS,BETTER FOR YOU,14 OZ,,,,,,,,,,,,,,45-54,A,100-124K,Homeowner,2 Adults No Kids,2,None/Unknown,no_discount,na,not_redeemed,0.0
18,1130375,8,TypeA,412,460,2854,MEAT,National,BEEF,PRIMAL,,,,,,,,,,,,,,,45-54,A,100-124K,Homeowner,2 Adults No Kids,2,None/Unknown,no_discount,na,not_redeemed,0.0
19,947858,8,TypeA,412,460,3455,MEAT,National,PORK,ENHANCED,,,,,,,,,,,,,,,35-44,B,15-24K,Unknown,Single Female,1,None/Unknown,no_discount,na,not_redeemed,0.0
19,963868,8,TypeA,412,460,69,PRODUCE,Private,POTATOES,POTATOES GOLD (BULK&BAG),5LB BAG,,,,,,,,,,,,,,35-44,B,15-24K,Unknown,Single Female,1,None/Unknown,private_label,na,not_redeemed,0.0
20,1006184,8,TypeA,412,460,1646,PRODUCE,National,SALAD MIX,GARDEN PLUS,12 OZ,,,,,,,,,,,,,,25-34,A,75-99K,Renter,2 Adults No Kids,2,None/Unknown,no_discount,na,not_redeemed,0.0
20,1008667,8,TypeA,412,460,5423,GROCERY,National,YOGURT,YOGURT NOT MULTI-PACKS,32 OZ,,,,,,,,,,,,,,25-34,A,75-99K,Renter,2 Adults No Kids,2,None/Unknown,no_discount,na,not_redeemed,0.0
20,1029743,8,TypeA,412,460,69,GROCERY,Private,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,1 GA,,,,,,,,,,,,,,25-34,A,75-99K,Renter,2 Adults No Kids,2,None/Unknown,private_label,na,not_redeemed,0.0
20,9296804,8,TypeA,412,460,1005,GROCERY,National,REFRGRATD JUICES/DRNKS,DAIRY CASE JUICE DRNK UNDER 10,64 OZ,,,,,,,,,,,,,,25-34,A,75-99K,Renter,2 Adults No Kids,2,None/Unknown,no_discount,na,not_redeemed,0.0
22,928092,8,TypeA,412,460,69,GROCERY,Private,YOGURT,YOGURT NOT MULTI-PACKS,32 OZ,,,,,,,,,,,,,,45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,private_label,na,not_redeemed,0.0
22,1097418,8,TypeA,412,460,1646,PRODUCE,National,SALAD MIX,BLENDS,8 OZ,,,,,,,,,,,,,,45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,no_discount,na,not_redeemed,0.0
22,5567376,8,TypeA,412,460,544,GROCERY,National,BAG SNACKS,TORTILLA/NACHO CHIPS,13 OZ,,,,,,,,,,,,,,45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,no_discount,na,not_redeemed,0.0
25,1046262,8,TypeA,412,460,2,PRODUCE,National,PEPPERS-ALL,PEPPERS RED BELL,22 CT,,,,,,,,,,,,,,35-44,U,50-74K,Unknown,Unknown,1,None/Unknown,no_discount,na,not_redeemed,0.0
25,5995597,8,TypeA,412,460,759,GROCERY,National,YOGURT,YOGURT NOT MULTI-PACKS,10 OZ,,,,,,,,,,,,,,35-44,U,50-74K,Unknown,Unknown,1,None/Unknown,no_discount,na,not_redeemed,0.0
25,12262832,8,TypeA,412,460,759,GROCERY,National,YOGURT,YOGURT NOT MULTI-PACKS,28 OZ,,,,,,,,,,,,,,35-44,U,50-74K,Unknown,Unknown,1,None/Unknown,no_discount,na,not_redeemed,0.0
27,952394,8,TypeA,412,460,673,FLORAL,National,FLORAL-FRESH CUT,PREMIUM 16-24 STEMS,LARGE,,,,,,,,,,,,,,45-54,U,25-34K,Probable Renter,Single Female,1,None/Unknown,no_discount,na,not_redeemed,0.0
27,966684,8,TypeA,412,460,103,GROCERY,National,WATER - CARBONATED/FLVRD DRINK,NON-CRBNTD DRNKING/MNERAL WATE,24/16.9 OZ,,,,,,,,,,,,,,45-54,U,25-34K,Probable Renter,Single Female,1,None/Unknown,no_discount,na,not_redeemed,0.0
27,997796,8,TypeA,412,460,1089,MEAT-PCKGD,National,LUNCHMEAT,HAM,9 OZ,,,,,,,,,,,,,,45-54,U,25-34K,Probable Renter,Single Female,1,None/Unknown,no_discount,na,not_redeemed,0.0
27,1043730,8,TypeA,412,460,1722,GROCERY,National,FROZEN PIZZA,PIZZA/PREMIUM,28.2 OZ,,,,,,,,,,,,,,45-54,U,25-34K,Probable Renter,Single Female,1,None/Unknown,no_discount,na,not_redeemed,0.0
27,1138671,8,TypeA,412,460,5999,PRODUCE,National,ORGANICS FRUIT & VEGETABLES,ORGANIC CITRUS,4 LB,,,,,,,,,,,,,,45-54,U,25-34K,Probable Renter,Single Female,1,None/Unknown,no_discount,na,not_redeemed,0.0
27,9857398,8,TypeA,412,460,876,NUTRITION,National,DRIED FRUIT,RAISINS,12 OZ,,,,,,,,,,,,,,45-54,U,25-34K,Probable Renter,Single Female,1,None/Unknown,no_discount,na,not_redeemed,0.0
39,862349,8,TypeA,412,460,69,GROCERY,Private,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,,,,,,,,,,,,,,,35-44,A,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,private_label,na,not_redeemed,0.0
39,899229,8,TypeA,412,460,2193,GROCERY,National,ICE CREAM/MILK/SHERBTS,PREMIUM,48 OZ,,,,,,,,,,,,,,35-44,A,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,no_discount,na,not_redeemed,0.0
39,1107039,8,TypeA,412,460,1646,PRODUCE,National,SALAD MIX,GARDEN PLUS,18 OZ,,,,,,,,,,,,,,35-44,A,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,no_discount,na,not_redeemed,0.0
40,870826,8,TypeA,412,460,69,GROCERY,Private,FROZEN PIZZA,PIZZA/PREMIUM,32.75 OZ,,,,,,,,,,,,,,45-54,U,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,private_label,na,not_redeemed,0.0
40,959409,8,TypeA,412,460,69,MEAT-PCKGD,Private,LUNCHMEAT,BOLOGNA,16 OZ,,,,,,,,,,,,,,45-54,U,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,private_label,na,not_redeemed,0.0
40,970119,8,TypeA,412,460,69,GROCERY,Private,MILK BY-PRODUCTS,COTTAGE CHEESE,16 OZ,,,,,,,,,,,,,,45-54,U,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,private_label,na,not_redeemed,0.0
40,1093359,8,TypeA,412,460,759,GROCERY,National,YOGURT,YOGURT NOT MULTI-PACKS,6 OZ,,,,,,,,,,,,,,45-54,U,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,no_discount,na,not_redeemed,0.0
40,5995609,8,TypeA,412,460,1276,GROCERY,National,ISOTONIC DRINKS,ISOTONIC DRINKS SINGLE SERVE,32 OZ,,,,,,,,,,,,,,45-54,U,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,no_discount,na,not_redeemed,0.0
42,853540,8,TypeA,412,460,638,GROCERY,National,FROZEN PIE/DESSERTS,FROZEN FRUIT PIES  & COBBLERS,37 OZ,,,,,,,,,,,,,,65,U,50-74K,Unknown,Single Male,1,None/Unknown,no_discount,na,not_redeemed,0.0
42,983584,8,TypeA,412,460,69,GROCERY,Private,FLUID MILK PRODUCTS,CHOCOLATE MILK,1 GA,,,,,,,,,,,,,,65,U,50-74K,Unknown,Single Male,1,None/Unknown,private_label,na,not_redeemed,0.0
42,1024760,8,TypeA,412,460,673,FLORAL,National,FLORAL-FRESH CUT,EVERYDAY MEDIUM,,,,,,,,,,,,,,,65,U,50-74K,Unknown,Single Male,1,None/Unknown,no_discount,na,not_redeemed,0.0
42,5995692,8,TypeA,412,460,1276,GROCERY,National,ISOTONIC DRINKS,ISOTONIC DRINKS SINGLE SERVE,32 OZ,,,,,,,,,,,,,,65,U,50-74K,Unknown,Single Male,1,None/Unknown,no_discount,na,not_redeemed,0.0
43,848471,8,TypeA,412,460,2,PRODUCE,National,SQUASH,HARD SQUASH,,,,,,,,,,,,,,,35-44,B,15-24K,Homeowner,2 Adults Kids,5,3,no_discount,na,not_redeemed,0.0
43,854405,8,TypeA,412,460,397,MEAT-PCKGD,National,MEAT - MISC,BREAST - BONELESS(IQF),40 OZ,,,,,,,,,,,,,,35-44,B,15-24K,Homeowner,2 Adults Kids,5,3,no_discount,na,not_redeemed,0.0
43,985119,8,TypeA,412,460,69,GROCERY,Private,REFRGRATD JUICES/DRNKS,DAIRY CASE FRUIT DRINKS (NO JU,1 GA,,,,,,,,,,,,,,35-44,B,15-24K,Homeowner,2 Adults Kids,5,3,private_label,na,not_redeemed,0.0
43,1112825,8,TypeA,412,460,1225,GROCERY,National,FLUID MILK PRODUCTS,REFRIGERATED COFFEE CREAMERS,32 OZ,,,,,,,,,,,,,,35-44,B,15-24K,Homeowner,2 Adults Kids,5,3,no_discount,na,not_redeemed,0.0
43,6463729,8,TypeA,412,460,69,GROCERY,Private,ICE CREAM/MILK/SHERBTS,PREMIUM,56 OZ,,,,,,,,,,,,,,35-44,B,15-24K,Homeowner,2 Adults Kids,5,3,private_label,na,not_redeemed,0.0
46,944534,8,TypeA,412,460,2970,MEAT,National,BEEF,CUBED MEATS,,,,,,,,,,,,,,,45-54,A,150-174K,Homeowner,2 Adults Kids,5,3,no_discount,na,not_redeemed,0.0
46,1070727,8,TypeA,412,460,151,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/T,9.87 OZ,,,,,,,,,,,,,,45-54,A,150-174K,Homeowner,2 Adults Kids,5,3,no_discount,na,not_redeemed,0.0
46,1093571,8,TypeA,412,460,612,NUTRITION,National,DRIED FRUIT,DRIED FRUIT - OTHER,6 OZ,,,,,,,,,,,,,,45-54,A,150-174K,Homeowner,2 Adults Kids,5,3,no_discount,na,not_redeemed,0.0
52,840361,8,TypeA,412,460,69,GROCERY,Private,EGGS,EGGS - LARGE,1 DZ,,,,,,,,,,,,,,45-54,B,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,private_label,na,not_redeemed,0.0
52,865891,8,TypeA,412,460,608,GROCERY,National,FRZN MEAT/MEAT DINNERS,SS ECONOMY ENTREES/DINNERS ALL,6.75 OZ,,,,,,,,,,,,,,45-54,B,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,no_discount,na,not_redeemed,0.0
52,959409,8,TypeA,412,460,69,MEAT-PCKGD,Private,LUNCHMEAT,BOLOGNA,16 OZ,,,,,,,,,,,,,,45-54,B,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,private_label,na,not_redeemed,0.0
55,1130458,8,TypeA,412,460,794,GROCERY,National,COLD CEREAL,KIDS CEREAL,12.2 OZ,,,,,,,,,,,,,,65,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,no_discount,na,not_redeemed,0.0
56,1008173,8,TypeA,412,460,1276,GROCERY,National,ISOTONIC DRINKS,ISOTONIC DRINKS SINGLE SERVE,20 OZ,,,,,,,,,,,,,,55-64,A,100-124K,Homeowner,2 Adults Kids,4,2,no_discount,na,not_redeemed,0.0
56,1116770,8,TypeA,412,460,151,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/T,11 OZ,,,,,,,,,,,,,,55-64,A,100-124K,Homeowner,2 Adults Kids,4,2,no_discount,na,not_redeemed,0.0
57,833310,8,TypeA,412,460,770,MEAT-PCKGD,National,MEAT - MISC,SPICES/SEASONING,2.5OZ,,,,,,,,,,,,,,45-54,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,no_discount,na,not_redeemed,0.0
57,971507,8,TypeA,412,460,2,PRODUCE,National,SQUASH,HARD SQUASH,,,,,,,,,,,,,,,45-54,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,no_discount,na,not_redeemed,0.0
57,992999,8,TypeA,412,460,69,MEAT-PCKGD,Private,BACON,ECONOMY,24 OZ,,,,,,,,,,,,,,45-54,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,private_label,na,not_redeemed,0.0
58,1106301,8,TypeA,412,460,69,MEAT,Private,BEEF,LEAN,1 LB,,,,,,,,,,,,,,25-34,A,150-174K,Homeowner,2 Adults Kids,4,2,private_label,na,not_redeemed,0.0
58,1106523,8,TypeA,412,460,69,GROCERY,Private,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,1 GA,,,,,,,,,,,,,,25-34,A,150-174K,Homeowner,2 Adults Kids,4,2,private_label,na,not_redeemed,0.0
58,9653932,8,TypeA,412,460,1646,PRODUCE,National,SALAD MIX,BLENDS,5 OZ,,,,,,,,,,,,,,25-34,A,150-174K,Homeowner,2 Adults Kids,4,2,no_discount,na,not_redeemed,0.0
58,9704960,8,TypeA,412,460,673,FLORAL,National,FLORAL-FRESH CUT,RHAPSODY,,,,,,,,,,,,,,,25-34,A,150-174K,Homeowner,2 Adults Kids,4,2,no_discount,na,not_redeemed,0.0
67,1100658,8,TypeA,412,460,1425,MEAT-PCKGD,National,HOT DOGS,ECONOMY - MEAT,16 OZ,,,,,,,,,,,,,,45-54,A,Under 15K,Homeowner,2 Adults Kids,5,3,no_discount,na,not_redeemed,0.0
67,5586942,8,TypeA,412,460,69,GROCERY,Private,YOGURT,YOGURT NOT MULTI-PACKS,6 OZ,,,,,,,,,,,,,,45-54,A,Under 15K,Homeowner,2 Adults Kids,5,3,private_label,na,not_redeemed,0.0
67,8249550,8,TypeA,412,460,1425,MEAT-PCKGD,National,LUNCHMEAT,BOLOGNA,8 OZ,,,,,,,,,,,,,,45-54,A,Under 15K,Homeowner,2 Adults Kids,5,3,no_discount,na,not_redeemed,0.0
74,904360,8,TypeA,412,460,673,PRODUCE,National,VEGETABLES SALAD,HEAD LETTUCE,24CT,,,,,,,,,,,,,,65,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,no_discount,na,not_redeemed,0.0
78,937292,8,TypeA,412,460,1548,MEAT-PCKGD,National,BACON,ECONOMY,16 OZ,,,,,,,,,,,,,,55-64,U,25-34K,Unknown,Single Male,1,None/Unknown,no_discount,na,not_redeemed,0.0
78,941797,8,TypeA,412,460,1276,GROCERY,National,ISOTONIC DRINKS,ISOTONIC DRINKS SINGLE SERVE,20 OZ,,,,,,,,,,,,,,55-64,U,25-34K,Unknown,Single Male,1,None/Unknown,no_discount,na,not_redeemed,0.0
78,965267,8,TypeA,412,460,2,PRODUCE,National,MELONS,WATERMELON SEEDLESS WHOLE,40 CT,,,,,,,,,,,,,,55-64,U,25-34K,Unknown,Single Male,1,None/Unknown,no_discount,na,not_redeemed,0.0
85,840361,8,TypeA,412,460,69,GROCERY,Private,EGGS,EGGS - LARGE,1 DZ,,,,,,,,,,,,,,25-34,U,35-49K,Unknown,Single Male,1,None/Unknown,private_label,na,not_redeemed,0.0
85,1029624,8,TypeA,412,460,69,GROCERY,Private,DINNER MXS:DRY,MACARONI & CHEESE DNRS,12 OZ,,,,,,,,,,,,,,25-34,U,35-49K,Unknown,Single Male,1,None/Unknown,private_label,na,not_redeemed,0.0
85,5585639,8,TypeA,412,460,69,GROCERY,Private,YOGURT,YOGURT NOT MULTI-PACKS,6 OZ,,,,,,,,,,,,,,25-34,U,35-49K,Unknown,Single Male,1,None/Unknown,private_label,na,not_redeemed,0.0
86,13907063,8,TypeA,412,460,1094,MEAT-PCKGD,National,LUNCHMEAT,LUNCH COMBO,15.6 OZ,,,,,,,,,,,,,,65,B,35-49K,Homeowner,Single Male,1,None/Unknown,no_discount,na,not_redeemed,0.0
97,1070820,8,TypeA,412,460,69,GROCERY,Private,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,1 GA,,,,,,,,,,,,,,45-54,U,75-99K,Unknown,Single Female,1,None/Unknown,private_label,na,not_redeemed,0.0
97,5584100,8,TypeA,412,460,69,GROCERY,Private,YOGURT,YOGURT NOT MULTI-PACKS,6 OZ,,,,,,,,,,,,,,45-54,U,75-99K,Unknown,Single Female,1,None/Unknown,private_label,na,not_redeemed,0.0
97,9242918,8,TypeA,412,460,2007,PRODUCE,National,TROPICAL FRUIT,PINEAPPLE WHOLE&PEEL/CORED,20 OZ,,,,,,,,,,,,,,45-54,U,75-99K,Unknown,Single Female,1,None/Unknown,no_discount,na,not_redeemed,0.0
98,1111986,8,TypeA,412,460,69,GROCERY,Private,FROZEN PIZZA,PIZZA/TRADITIONAL,20.5 OZ,,,,,,,,,,,,,,35-44,U,35-49K,Unknown,1 Adult Kids,2,1,private_label,na,not_redeemed,0.0
98,1116358,8,TypeA,412,460,1138,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED,16 OZ,,,,,,,,,,,,,,35-44,U,35-49K,Unknown,1 Adult Kids,2,1,no_discount,na,not_redeemed,0.0
101,870826,8,TypeA,412,460,69,GROCERY,Private,FROZEN PIZZA,PIZZA/PREMIUM,32.75 OZ,,,,,,,,,,,,,,45-54,A,Under 15K,Homeowner,2 Adults Kids,4,2,private_label,na,not_redeemed,0.0
101,878996,8,TypeA,412,460,2,PRODUCE,National,GRAPES,GRAPES RED,18 LB,,,,,,,,,,,,,,45-54,A,Under 15K,Homeowner,2 Adults Kids,4,2,no_discount,na,not_redeemed,0.0
101,929160,8,TypeA,412,460,1256,DRUG GM,National,FIRST AID PRODUCTS,BANDAGE/TAPE,,,,,,,,,,,,,,,45-54,A,Under 15K,Homeowner,2 Adults Kids,4,2,no_discount,na,not_redeemed,0.0
101,5567194,8,TypeA,412,460,544,GROCERY,National,BAG SNACKS,TORTILLA/NACHO CHIPS,13 OZ,,,,,,,,,,,,,,45-54,A,Under 15K,Homeowner,2 Adults Kids,4,2,no_discount,na,not_redeemed,0.0
101,6039972,8,TypeA,412,460,69,PASTRY,Private,SWEET GOODS & SNACKS,POTATOES RUSSET (BULK&BAG),70 CT,,,,,,,,,,,,,,45-54,A,Under 15K,Homeowner,2 Adults Kids,4,2,private_label,na,not_redeemed,0.0
101,9297362,8,TypeA,412,460,194,GROCERY,National,CONVENIENT BRKFST/WHLSM SNACKS,FRUIT SNACKS,4.5 OZ,,,,,,,,,,,,,,45-54,A,Under 15K,Homeowner,2 Adults Kids,4,2,no_discount,na,not_redeemed,0.0
105,820341,8,TypeA,412,460,5743,PRODUCE,National,NUTS,PECANS SHELLED,16 OZ,,,,,,,,,,,,,,25-34,B,Under 15K,Homeowner,1 Adult Kids,3,2,no_discount,na,not_redeemed,0.0
105,864857,8,TypeA,412,460,194,GROCERY,National,CONVENIENT BRKFST/WHLSM SNACKS,FRUIT SNACKS,4.5 OZ,,,,,,,,,,,,,,25-34,B,Under 15K,Homeowner,1 Adult Kids,3,2,no_discount,na,not_redeemed,0.0
105,902094,8,TypeA,412,460,2924,MEAT,National,BEEF,CHOICE BEEF,,,,,,,,,,,,,,,25-34,B,Under 15K,Homeowner,1 Adult Kids,3,2,no_discount,na,not_redeemed,0.0
105,1010164,8,TypeA,412,460,69,GROCERY,Private,FLUID MILK PRODUCTS,BUTTERMILK,,,,,,,,,,,,,,,25-34,B,Under 15K,Homeowner,1 Adult Kids,3,2,private_label,na,not_redeemed,0.0
105,1025611,8,TypeA,412,460,69,MEAT-PCKGD,Private,MEAT - MISC,WINGS (IQF),64 OZ,,,,,,,,,,,,,,25-34,B,Under 15K,Homeowner,1 Adult Kids,3,2,private_label,na,not_redeemed,0.0
105,1051516,8,TypeA,412,460,2,PRODUCE,National,VEGETABLES - ALL OTHERS,BEANS,25 LB,,,,,,,,,,,,,,25-34,B,Under 15K,Homeowner,1 Adult Kids,3,2,no_discount,na,not_redeemed,0.0
105,1114597,8,TypeA,412,460,1232,GROCERY,National,REFRGRATD JUICES/DRNKS,DAIRY CASE JUICE DRNK UNDER 10,64 OZ,,,,,,,,,,,,,,25-34,B,Under 15K,Homeowner,1 Adult Kids,3,2,no_discount,na,not_redeemed,0.0
105,6979548,8,TypeA,412,460,69,PRODUCE,Private,NUTS,NUTS OTHER,16 OZ,,,,,,,,,,,,,,25-34,B,Under 15K,Homeowner,1 Adult Kids,3,2,private_label,na,not_redeemed,0.0
109,848270,8,TypeA,412,460,3632,MEAT,National,TURKEY,WHOLE HENS (UNDER 15LBS),,,,,,,,,,,,,,,25-34,A,15-24K,Homeowner,Single Female,2,None/Unknown,no_discount,na,not_redeemed,0.0
109,966684,8,TypeA,412,460,103,GROCERY,National,WATER - CARBONATED/FLVRD DRINK,NON-CRBNTD DRNKING/MNERAL WATE,24/16.9 OZ,,,,,,,,,,,,,,25-34,A,15-24K,Homeowner,Single Female,2,None/Unknown,no_discount,na,not_redeemed,0.0
109,994664,8,TypeA,412,460,5155,GROCERY,National,FROZEN PIE/DESSERTS,FROZEN CREAM PIES,38 OZ,,,,,,,,,,,,,,25-34,A,15-24K,Homeowner,Single Female,2,None/Unknown,no_discount,na,not_redeemed,0.0
109,1117336,8,TypeA,412,460,1487,GROCERY,National,YOGURT,YOGURT NOT MULTI-PACKS,6 OZ,,,,,,,,,,,,,,25-34,A,15-24K,Homeowner,Single Female,2,None/Unknown,no_discount,na,not_redeemed,0.0
